anio,mes,folio,asesor,monto,diputado,tipo_informe,doc,formulario
2018,8,6084,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",1000000,Jorge Sabag Villalobos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18728,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6084&prmFecha=201808
2018,8,6086,LEONARDO BRUNO CONTRERAS NEIRA,555556,Marcela Sabat Fernández,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18889,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6086&prmFecha=201808
2018,8,6022,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,700000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18565,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6022&prmFecha=201808
2018,8,6023,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",300000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18571,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6023&prmFecha=201808
2018,8,6085,FUNDACION JAIME GUZMAN,500000,Gustavo Sanhueza Dueñas,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18860,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201808
2018,8,6071,HERMES ORTEGA JARA,1000000,Juan Santana Castillo,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18709,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6071&prmFecha=201808
2018,8,6076,FELIPE ANDRÉS OLIVARES ALVARO,1000000,Marcelo Schilling Rodríguez,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18714,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6076&prmFecha=201808
2018,8,6028,HERMES ORTEGA JARA,750000,Leonardo Soto Ferrada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18581,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6028&prmFecha=201808
2018,8,6092,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),900000,Guillermo Teillier Del Valle,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18903,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6092&prmFecha=201808
2018,8,6088,CRISTIÁN CONTADOR SALAZAR,1000000,Jaime Tohá González,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18899,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6088&prmFecha=201808
2018,8,6085,FUNDACION JAIME GUZMAN,500000,Renzo Trisotti Martínez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18800,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201808
2018,8,6087,SEBASTIAN MIGUEL AGUIRRE CABELLO,550000,Virginia Troncoso Hellman,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18894,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6087&prmFecha=201808
2018,8,6085,FUNDACION JAIME GUZMAN,500000,Ignacio Urrutia Bonilla,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18770,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201808
2018,8,6085,FUNDACION JAIME GUZMAN,500000,Osvaldo Urrutia Soto,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18782,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201808
2018,8,6085,FUNDACION JAIME GUZMAN,500000,Enrique Van Rysselberghe Herrera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18758,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201808
2018,8,5960,DIEGO ALEXIS ANCALAO GAVILÁN,400000,Esteban Velásquez Núñez,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18469,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=5960&prmFecha=201808
2018,8,6085,FUNDACION JAIME GUZMAN,500000,Gastón Von Muhlenbrock Zamora,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18812,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201808
2018,8,6094,"FUNDACION DECIDE DEMOCRACIA, PODER Y TERRITORIO",1350000,Gonzalo Winter Etcheberry,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18905,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6094&prmFecha=201808
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Jorge Alessandri Vergara,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18765,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6102,MARÍA JOSÉ ARREDONDO JIRÓN,1000000,René Alinco Bustos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18917,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6102&prmFecha=201809
2018,9,6112,PABLO ALEJANDRO HEUSER SOMMER,500000,Sebastián Alvarez Ramírez,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18931,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6112&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Sandra Amar Mancilla,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18795,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6106,LEONARDO ANGELO SASSO BARROS,1000000,Gabriel Ascencio Mansilla,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18922,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6106&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Nino Baltolu Rasera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18753,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6055,FUNDACION JAIME GUZMAN,200000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18630,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6055&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18819,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6109,EL MAPA CONSULTORES SPA,500000,Jorge Brito Hasbún,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18928,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6109&prmFecha=201809
2018,9,6096,CONSULTORA ESTRATEGICAMEDIA LIMITADA,1000000,María Loreto Carvajal Ambiado,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18909,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6096&prmFecha=201809
2018,9,6032,EL MAPA CONSULTORES SPA,500000,Natalia Castillo Muñoz,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18589,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6032&prmFecha=201809
2018,9,6020,IMPAKTA CONSULTORES LIMITADA,550000,Juan Luis Castro González,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18559,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6020&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Juan Antonio Coloma Alamos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18867,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6115,EL MAPA CONSULTORES SPA,600000,Miguel Crispi Serrano,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18937,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6115&prmFecha=201809
2018,9,6097,MIGUEL ANGEL DÍAZ OLEA,1000000,Fidel Espinoza Sandoval,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18910,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6097&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Juan Fuenzalida Cobo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18813,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Sergio Gahona Salazar,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18807,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6030,IVAN LUIS OYARZUN ACUÑA,1000000,Cristina Girardi Lavín,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18585,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6030&prmFecha=201809
2018,9,6110,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",1000000,Rodrigo González Torres,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18929,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6110&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Javier Hernández Hernández,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18783,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,María José Hoffmann Opazo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18849,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6098,JAVIER IGNACIO SANTIBAÑEZ BAEZ,1000000,Marcos Ilabaca Cerda,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18911,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6098&prmFecha=201809
2018,9,6101,MARCOS ANDRÉS ESPINOSA MONARDES,500000,Carlos Abel Jarpa Wevar,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18916,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6101&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Issa Kort Garriga,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18759,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6108,EL MAPA CONSULTORES SPA,500000,Amaro Labra Sepúlveda,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18927,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6108&prmFecha=201809
2018,9,6036,CRISTIAN ANDRES BARROS MUÑOZ,500000,Joaquín Lavín León,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18595,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6036&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Joaquín Lavín León,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18741,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6111,LEONARDO BRUNO CONTRERAS NEIRA,1000000,Andrés Longton Herrera,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18930,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6111&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Javier Macaya Danús,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18747,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,5913,ROSA ESTELA VILLARROEL VALDÉS,550000,Carolina Marzán Pinto,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18412,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=5913&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Patricio Melero Abaroa,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18837,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6117,ALVARO JAVIER ROJANO ORELLANA,1000000,Fernando Meza Moncada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18939,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6117&prmFecha=201809
2018,9,6114,BÁRBARA LUA CASTILLO NAVARRO,925000,Claudia Mix Jiménez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18933,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6114&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Celso Morales Muñoz,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18873,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Cristhian Moreira Barros,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18771,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Nicolás Noman Garrido,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18775,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6037,ASESORIA EN GESTION OPORTUNIDADES LTDA.,1000000,José Pérez Arriagada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18601,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6037&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Guillermo Ramírez Diez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18843,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Rolando Rentería Moller,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18861,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6047,FUNDACION NODO 21,1000000,Camila Rojas Valderrama,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18615,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6047&prmFecha=201809
2018,9,6084,"CONSULTORA DE ASESORIA LEGISLATIVA, POLITICA Y JURIDICA CONSTRUYENDO FUTURO",1000000,Jorge Sabag Villalobos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18729,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6084&prmFecha=201809
2018,9,6086,LEONARDO BRUNO CONTRERAS NEIRA,555556,Marcela Sabat Fernández,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18890,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6086&prmFecha=201809
2018,9,6022,GASPAR RAMIRO ATHOS JENKINS PEÑA Y LILLO,700000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18566,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6022&prmFecha=201809
2018,9,6023,"SOCIEDAD CENTRO DE ESTUDIOS LEGISLATIVOS, ADMINISTRATIVOS, POLITICOS Y ECONOMICOS",300000,Raúl Saldívar Auger,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18572,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6023&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Gustavo Sanhueza Dueñas,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18879,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6105,HERMES ORTEGA JARA,1000000,Juan Santana Castillo,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18921,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6105&prmFecha=201809
2018,9,6103,FELIPE ANDRÉS OLIVARES ALVARO,1000000,Marcelo Schilling Rodríguez,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18919,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6103&prmFecha=201809
2018,9,6104,HERMES ORTEGA JARA,750000,Leonardo Soto Ferrada,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18920,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6104&prmFecha=201809
2018,9,6116,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),900000,Guillermo Teillier Del Valle,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18938,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6116&prmFecha=201809
2018,9,6100,INSTITUTO LIBERTAD,300000,Sebastián Torrealba Alvarado,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18913,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6100&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Renzo Trisotti Martínez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18831,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6087,SEBASTIAN MIGUEL AGUIRRE CABELLO,550000,Virginia Troncoso Hellman,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18895,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6087&prmFecha=201809
2018,9,6095,VIRGINIA ALEJANDRA ARAYA MOLLER,400000,Virginia Troncoso Hellman,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18906,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6095&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Ignacio Urrutia Bonilla,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18801,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Osvaldo Urrutia Soto,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18789,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Enrique Van Rysselberghe Herrera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18825,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,9,6107,DIEGO ALEXIS ANCALAO GAVILÁN,400000,Esteban Velásquez Núñez,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18923,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6107&prmFecha=201809
2018,9,6085,FUNDACION JAIME GUZMAN,500000,Gastón Von Muhlenbrock Zamora,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18855,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201809
2018,10,6085,FUNDACION JAIME GUZMAN,500000,Jorge Alessandri Vergara,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18748,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201810
2018,10,6102,MARÍA JOSÉ ARREDONDO JIRÓN,1000000,René Alinco Bustos,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18918,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6102&prmFecha=201810
2018,10,6085,FUNDACION JAIME GUZMAN,500000,Sandra Amar Mancilla,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18808,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201810
2018,10,6126,LEONARDO ANGELO SASSO BARROS,1000000,Gabriel Ascencio Mansilla,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18953,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6126&prmFecha=201810
2018,10,6085,FUNDACION JAIME GUZMAN,500000,Nino Baltolu Rasera,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18850,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201810
2018,10,6055,FUNDACION JAIME GUZMAN,200000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18631,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6055&prmFecha=201810
2018,10,6085,FUNDACION JAIME GUZMAN,500000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18832,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201810
2018,10,6135,ALEJANDRO FRANCISCO MONTECINOS GARCIA,600000,Jaime Bellolio Avaria,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18968,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6135&prmFecha=201810
2018,10,6134,EL MAPA CONSULTORES SPA,500000,Jorge Brito Hasbún,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18967,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6134&prmFecha=201810
2018,10,6132,CONSULTORA ESTRATEGICAMEDIA LIMITADA,1000000,María Loreto Carvajal Ambiado,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18963,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6132&prmFecha=201810
2018,10,6020,IMPAKTA CONSULTORES LIMITADA,550000,Juan Luis Castro González,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18560,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6020&prmFecha=201810
2018,10,6085,FUNDACION JAIME GUZMAN,500000,Juan Antonio Coloma Alamos,Informe Parcial,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18820,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6085&prmFecha=201810
2018,10,6133,EL MAPA CONSULTORES SPA,600000,Miguel Crispi Serrano,Informe Final,https://www.camara.cl/verDoc.aspx?prmTipo=DOCDETALLEASESORIA&prmId=18966,https://www.camara.cl/verDoc.aspx?prmTipo=FORMULARIOASESORIA&prmId=6133&prmFecha=201810
